title,url,time_published,authors,summary,banner_image,source,category_within_source,source_domain,overall_sentiment_score,overall_sentiment_label,topic_Economy - Monetary,topic_Financial Markets,topic_Manufacturing,topic_Technology,topic_Finance,ticker,ticker_relevance_score,ticker_sentiment_score,ticker_sentiment_label,topic_Earnings,topic_Life Sciences,topic_Retail & Wholesale,topic_Energy & Transportation,topic_IPO,topic_Economy - Fiscal,topic_Mergers & Acquisitions,topic_Real Estate & Construction,topic_Blockchain,topic_Economy - Macro
"Samsung Taps Google AI, Qualcomm Tech for Galaxy S25 to Rival Apple's iPhone - Samsung Electronics Co  ( OTC:SSNLF ) , Alphabet  ( NASDAQ:GOOGL ) , Qualcomm  ( NASDAQ:QCOM ) ",https://www.benzinga.com/25/01/43165472/samsung-taps-google-ai-qualcomm-tech-for-galaxy-s25-to-rival-apples-iphone,2025-01-23 15:48:27,Anusuya Lahiri,"Samsung unveils Galaxy S25 series with Qualcomm chips and AI-powered by Google's Gemini, starting at $799. Galaxy S25 Edge launches in 2025, focusing on AI personalization to compete with Apple's iPhone 17 Air.",https://cdn.benzinga.com/files/images/story/2025/01/23/Samsung-S25.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,0.152345,Somewhat-Bullish,,0.108179,0.5,0.5,,GOOG,0.229149,0.0,Neutral,,,,,,,,,,
"Samsung Taps Google AI, Qualcomm Tech for Galaxy S25 to Rival Apple's iPhone - Samsung Electronics Co  ( OTC:SSNLF ) , Alphabet  ( NASDAQ:GOOGL ) , Qualcomm  ( NASDAQ:QCOM ) ",https://www.benzinga.com/25/01/43165472/samsung-taps-google-ai-qualcomm-tech-for-galaxy-s25-to-rival-apples-iphone,2025-01-23 15:48:27,Anusuya Lahiri,"Samsung unveils Galaxy S25 series with Qualcomm chips and AI-powered by Google's Gemini, starting at $799. Galaxy S25 Edge launches in 2025, focusing on AI personalization to compete with Apple's iPhone 17 Air.",https://cdn.benzinga.com/files/images/story/2025/01/23/Samsung-S25.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,0.152345,Somewhat-Bullish,,0.108179,0.5,0.5,,AAPL,0.533481,0.138739,Neutral,,,,,,,,,,
"Samsung Taps Google AI, Qualcomm Tech for Galaxy S25 to Rival Apple's iPhone - Samsung Electronics Co  ( OTC:SSNLF ) , Alphabet  ( NASDAQ:GOOGL ) , Qualcomm  ( NASDAQ:QCOM ) ",https://www.benzinga.com/25/01/43165472/samsung-taps-google-ai-qualcomm-tech-for-galaxy-s25-to-rival-apples-iphone,2025-01-23 15:48:27,Anusuya Lahiri,"Samsung unveils Galaxy S25 series with Qualcomm chips and AI-powered by Google's Gemini, starting at $799. Galaxy S25 Edge launches in 2025, focusing on AI personalization to compete with Apple's iPhone 17 Air.",https://cdn.benzinga.com/files/images/story/2025/01/23/Samsung-S25.png?width=1200&height=800&fit=crop,Benzinga,News,www.benzinga.com,0.152345,Somewhat-Bullish,,0.108179,0.5,0.5,,QCOM,0.533481,-0.147942,Neutral,,,,,,,,,,
"Performance Comparison: Apple And Competitors In Technology Hardware, Storage & Peripherals Industry - Apple  ( NASDAQ:AAPL ) ",https://www.benzinga.com/insights/news/25/01/43162663/performance-comparison-apple-and-competitors-in-technology-hardware-storage-amp-peripherals-industr,2025-01-23 15:00:41,Benzinga Insights,"In the ever-changing and fiercely competitive business landscape, conducting thorough company analysis is crucial for investors and industry experts. In this article, we will undertake a comprehensive industry comparison, evaluating Apple AAPL and its primary competitors in the Technology ...",https://www.benzinga.com/files/images/story/2025/1737644438_0.png,Benzinga,Markets,www.benzinga.com,0.251713,Somewhat-Bullish,,0.54554,,1.0,,AAPL,0.572601,0.351504,Bullish,0.875462,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,MSFT,0.157227,0.174757,Somewhat-Bullish,,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,GOOG,0.039548,0.074368,Neutral,,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,META,0.157227,0.174757,Somewhat-Bullish,,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,NVDA,0.157227,0.174757,Somewhat-Bullish,,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,AAPL,0.157227,0.174757,Somewhat-Bullish,,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,SFTBF,0.039548,0.058793,Neutral,,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,AMD,0.079,0.132107,Neutral,,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,JHG,0.118257,0.202067,Somewhat-Bullish,,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,ORCL,0.079,0.061854,Neutral,,,,,,,,,,
3 Tech Funds to Buy as Wall Street Rally Resumes on AI Enthusiasm,https://www.zacks.com/stock/news/2401948/3-tech-funds-to-buy-as-wall-street-rally-resumes-on-ai-enthusiasm,2025-01-23 13:35:00,Zacks Equity Research,"Funds like KTCAX, JNGTX and PRSCX are poised to benefit form the ongoing tech rally, driven by AI enthusiasm.",https://staticx-tuner.zacks.com/images/articles/main/a1/354.jpg,Zacks Commentary,n/a,www.zacks.com,0.298193,Somewhat-Bullish,,0.955357,0.333333,0.333333,0.333333,TSM,0.079,0.200835,Somewhat-Bullish,,,,,,,,,,
Trump Unveils Stargate AI Infrastructure Project: ETFs in Focus,https://www.zacks.com/stock/news/2401917/trump-unveils-stargate-ai-infrastructure-project-etfs-in-focus,2025-01-23 13:00:00,Sanghamitra Saha,"On Tuesday, Trump announced a $500 billion AI infrastructure initiative, spearheading a new company called Stargate.",https://staticx-tuner.zacks.com/images/articles/main/1f/1145.jpg,Zacks Commentary,n/a,www.zacks.com,0.245456,Somewhat-Bullish,,0.986564,0.5,0.5,,MSFT,0.290033,0.281068,Somewhat-Bullish,,,,,,,,,,
Trump Unveils Stargate AI Infrastructure Project: ETFs in Focus,https://www.zacks.com/stock/news/2401917/trump-unveils-stargate-ai-infrastructure-project-etfs-in-focus,2025-01-23 13:00:00,Sanghamitra Saha,"On Tuesday, Trump announced a $500 billion AI infrastructure initiative, spearheading a new company called Stargate.",https://staticx-tuner.zacks.com/images/articles/main/1f/1145.jpg,Zacks Commentary,n/a,www.zacks.com,0.245456,Somewhat-Bullish,,0.986564,0.5,0.5,,NVDA,0.195814,0.077471,Neutral,,,,,,,,,,
Trump Unveils Stargate AI Infrastructure Project: ETFs in Focus,https://www.zacks.com/stock/news/2401917/trump-unveils-stargate-ai-infrastructure-project-etfs-in-focus,2025-01-23 13:00:00,Sanghamitra Saha,"On Tuesday, Trump announced a $500 billion AI infrastructure initiative, spearheading a new company called Stargate.",https://staticx-tuner.zacks.com/images/articles/main/1f/1145.jpg,Zacks Commentary,n/a,www.zacks.com,0.245456,Somewhat-Bullish,,0.986564,0.5,0.5,,ORCL,0.290033,0.278953,Somewhat-Bullish,,,,,,,,,,
Trump Unveils Stargate AI Infrastructure Project: ETFs in Focus,https://www.zacks.com/stock/news/2401917/trump-unveils-stargate-ai-infrastructure-project-etfs-in-focus,2025-01-23 13:00:00,Sanghamitra Saha,"On Tuesday, Trump announced a $500 billion AI infrastructure initiative, spearheading a new company called Stargate.",https://staticx-tuner.zacks.com/images/articles/main/1f/1145.jpg,Zacks Commentary,n/a,www.zacks.com,0.245456,Somewhat-Bullish,,0.986564,0.5,0.5,,AAPL,0.195814,0.295056,Somewhat-Bullish,,,,,,,,,,
Trump Unveils Stargate AI Infrastructure Project: ETFs in Focus,https://www.zacks.com/stock/news/2401917/trump-unveils-stargate-ai-infrastructure-project-etfs-in-focus,2025-01-23 13:00:00,Sanghamitra Saha,"On Tuesday, Trump announced a $500 billion AI infrastructure initiative, spearheading a new company called Stargate.",https://staticx-tuner.zacks.com/images/articles/main/1f/1145.jpg,Zacks Commentary,n/a,www.zacks.com,0.245456,Somewhat-Bullish,,0.986564,0.5,0.5,,SMCI,0.195814,0.295056,Somewhat-Bullish,,,,,,,,,,
Trump Unveils Stargate AI Infrastructure Project: ETFs in Focus,https://www.zacks.com/stock/news/2401917/trump-unveils-stargate-ai-infrastructure-project-etfs-in-focus,2025-01-23 13:00:00,Sanghamitra Saha,"On Tuesday, Trump announced a $500 billion AI infrastructure initiative, spearheading a new company called Stargate.",https://staticx-tuner.zacks.com/images/articles/main/1f/1145.jpg,Zacks Commentary,n/a,www.zacks.com,0.245456,Somewhat-Bullish,,0.986564,0.5,0.5,,SFTBF,0.195814,0.206465,Somewhat-Bullish,,,,,,,,,,
"Apple To $280? Here Are 10 Top Analyst Forecasts For Thursday - Apple  ( NASDAQ:AAPL ) , Amphenol  ( NYSE:APH ) ",https://www.benzinga.com/25/01/43157122/apple-to-280-here-are-10-top-analyst-forecasts-for-thursday,2025-01-23 12:49:51,Avi Kapoor,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Baird raised the price target for Amphenol Corporation APH from $85 to $89.",https://cdn.benzinga.com/files/images/story/2025/01/23/iPhone-16-tutte-le-novit-del-primo-telef.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,0.244496,Somewhat-Bullish,,0.999897,0.2,0.2,0.2,META,0.154951,0.098014,Neutral,,0.2,0.2,,,,,,,
"Apple To $280? Here Are 10 Top Analyst Forecasts For Thursday - Apple  ( NASDAQ:AAPL ) , Amphenol  ( NYSE:APH ) ",https://www.benzinga.com/25/01/43157122/apple-to-280-here-are-10-top-analyst-forecasts-for-thursday,2025-01-23 12:49:51,Avi Kapoor,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Baird raised the price target for Amphenol Corporation APH from $85 to $89.",https://cdn.benzinga.com/files/images/story/2025/01/23/iPhone-16-tutte-le-novit-del-primo-telef.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,0.244496,Somewhat-Bullish,,0.999897,0.2,0.2,0.2,AAPL,0.2306,0.005368,Neutral,,0.2,0.2,,,,,,,
"Apple To $280? Here Are 10 Top Analyst Forecasts For Thursday - Apple  ( NASDAQ:AAPL ) , Amphenol  ( NYSE:APH ) ",https://www.benzinga.com/25/01/43157122/apple-to-280-here-are-10-top-analyst-forecasts-for-thursday,2025-01-23 12:49:51,Avi Kapoor,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Baird raised the price target for Amphenol Corporation APH from $85 to $89.",https://cdn.benzinga.com/files/images/story/2025/01/23/iPhone-16-tutte-le-novit-del-primo-telef.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,0.244496,Somewhat-Bullish,,0.999897,0.2,0.2,0.2,FTNT,0.2306,0.215321,Somewhat-Bullish,,0.2,0.2,,,,,,,
"Apple To $280? Here Are 10 Top Analyst Forecasts For Thursday - Apple  ( NASDAQ:AAPL ) , Amphenol  ( NYSE:APH ) ",https://www.benzinga.com/25/01/43157122/apple-to-280-here-are-10-top-analyst-forecasts-for-thursday,2025-01-23 12:49:51,Avi Kapoor,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Baird raised the price target for Amphenol Corporation APH from $85 to $89.",https://cdn.benzinga.com/files/images/story/2025/01/23/iPhone-16-tutte-le-novit-del-primo-telef.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,0.244496,Somewhat-Bullish,,0.999897,0.2,0.2,0.2,IBM,0.2306,0.413242,Bullish,,0.2,0.2,,,,,,,
"Apple To $280? Here Are 10 Top Analyst Forecasts For Thursday - Apple  ( NASDAQ:AAPL ) , Amphenol  ( NYSE:APH ) ",https://www.benzinga.com/25/01/43157122/apple-to-280-here-are-10-top-analyst-forecasts-for-thursday,2025-01-23 12:49:51,Avi Kapoor,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Baird raised the price target for Amphenol Corporation APH from $85 to $89.",https://cdn.benzinga.com/files/images/story/2025/01/23/iPhone-16-tutte-le-novit-del-primo-telef.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,0.244496,Somewhat-Bullish,,0.999897,0.2,0.2,0.2,NUVB,0.2306,-0.03214,Neutral,,0.2,0.2,,,,,,,
"Apple To $280? Here Are 10 Top Analyst Forecasts For Thursday - Apple  ( NASDAQ:AAPL ) , Amphenol  ( NYSE:APH ) ",https://www.benzinga.com/25/01/43157122/apple-to-280-here-are-10-top-analyst-forecasts-for-thursday,2025-01-23 12:49:51,Avi Kapoor,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Baird raised the price target for Amphenol Corporation APH from $85 to $89.",https://cdn.benzinga.com/files/images/story/2025/01/23/iPhone-16-tutte-le-novit-del-primo-telef.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,0.244496,Somewhat-Bullish,,0.999897,0.2,0.2,0.2,APH,0.2306,0.101916,Neutral,,0.2,0.2,,,,,,,
"Apple To $280? Here Are 10 Top Analyst Forecasts For Thursday - Apple  ( NASDAQ:AAPL ) , Amphenol  ( NYSE:APH ) ",https://www.benzinga.com/25/01/43157122/apple-to-280-here-are-10-top-analyst-forecasts-for-thursday,2025-01-23 12:49:51,Avi Kapoor,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Baird raised the price target for Amphenol Corporation APH from $85 to $89.",https://cdn.benzinga.com/files/images/story/2025/01/23/iPhone-16-tutte-le-novit-del-primo-telef.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,0.244496,Somewhat-Bullish,,0.999897,0.2,0.2,0.2,NIC,0.2306,0.179459,Somewhat-Bullish,,0.2,0.2,,,,,,,
"Apple To $280? Here Are 10 Top Analyst Forecasts For Thursday - Apple  ( NASDAQ:AAPL ) , Amphenol  ( NYSE:APH ) ",https://www.benzinga.com/25/01/43157122/apple-to-280-here-are-10-top-analyst-forecasts-for-thursday,2025-01-23 12:49:51,Avi Kapoor,"Top Wall Street analysts changed their outlook on these top names. For a complete view of all analyst rating changes, including upgrades and downgrades, please see our analyst ratings page. Baird raised the price target for Amphenol Corporation APH from $85 to $89.",https://cdn.benzinga.com/files/images/story/2025/01/23/iPhone-16-tutte-le-novit-del-primo-telef.jpeg?width=1200&height=800&fit=crop,Benzinga,Trading,www.benzinga.com,0.244496,Somewhat-Bullish,,0.999897,0.2,0.2,0.2,XRAY,0.2306,0.005368,Neutral,,0.2,0.2,,,,,,,
